WINNER,WIN_BY,NUM_OF_ROUNDS,LAST_ROUND,LAST_ROUND_TIME,TOTAL_FIGHT_TIME,WEIGHT_CATEGORY,TITLE_BOUT,REFEREE,DATE,LOCATION,R_NAME,R_AGE,R_HEIGHT,R_WEIGHT,R_REACH,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TD,R_TD_ATT,R_SUB_ATT,R_REV,R_CTRL,R_SIG_HEAD,R_SIG_HEAD_ATT,R_SIG_BODY,R_SIG_BODY_ATT,R_SIG_LEG,R_SIG_LEG_ATT,R_SIG_DIST,R_SIG_DIST_ATT,R_SIG_CLINCH,R_SIG_CLINCH_ATT,R_SIG_GROUND,R_SIG_GROUND_ATT,B_NAME,B_AGE,B_HEIGHT,B_WEIGHT,B_REACH,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TD,B_TD_ATT,B_SUB_ATT,B_REV,B_CTRL,B_SIG_HEAD,B_SIG_HEAD_ATT,B_SIG_BODY,B_SIG_BODY_ATT,B_SIG_LEG,B_SIG_LEG_ATT,B_SIG_DIST,B_SIG_DIST_ATT,B_SIG_CLINCH,B_SIG_CLINCH_ATT,B_SIG_GROUND,B_SIG_GROUND_ATT
Augusto Sakai,KO/TKO,3,1,59,59,Heavyweight,False,Jason Herzog,"September 14, 2019","Vancouver, British Columbia, Canada",Marcin Tybura,33.0,190.5,112.9,198.1,0,6,7,6,7,0,0,0,0,0,,,,,,,,,,,,,Augusto Sakai,28.0,190.5,120.2,195.6,1,15,27,15,27,0,0,0,0,3,,,,,,,,,,,,
Miles Johns,Decision - Split,3,3,300,900,Bantamweight,False,Jerin Valel,"September 14, 2019","Vancouver, British Columbia, Canada",Cole Smith,30.0,180.3,61.2,170.2,0,11,57,26,75,1,6,0,0,511,,,,,,,,,,,,,Miles Johns,25.0,170.2,61.2,167.6,0,31,65,63,104,1,2,0,1,172,,,,,,,,,,,,
Hunter Azure,Decision - Unanimous,3,3,300,900,Bantamweight,False,John Cooper,"September 14, 2019","Vancouver, British Columbia, Canada",Brad Katona,27.0,167.6,61.2,162.6,0,21,60,40,83,3,12,0,0,382,,,,,,,,,,,,,Hunter Azure,27.0,172.7,65.8,175.3,0,41,118,55,133,0,1,0,1,29,,,,,,,,,,,,
Chas Skelly,Decision - Unanimous,3,3,300,900,Featherweight,False,Yves Lavigne,"September 14, 2019","Vancouver, British Columbia, Canada",Chas Skelly,34.0,180.3,65.8,182.9,0,21,59,80,125,1,3,3,1,514,,,,,,,,,,,,,Jordan Griffin,29.0,177.8,65.8,185.4,0,37,87,66,122,1,1,2,2,176,,,,,,,,,,,,
Louis Smolka,KO/TKO,3,1,283,283,Bantamweight,False,John Cooper,"September 14, 2019","Vancouver, British Columbia, Canada",Louis Smolka,28.0,175.3,61.2,172.7,1,59,115,60,116,0,0,0,0,9,,,,,,,,,,,,,Ryan MacDonald,26.0,180.3,61.2,180.3,0,30,80,31,81,0,0,0,0,5,,,,,,,,,,,,
Austin Hubbard,Decision - Unanimous,3,3,300,900,Lightweight,False,Kevin Dornan,"September 14, 2019","Vancouver, British Columbia, Canada",Kyle Prepolec,30.0,177.8,77.1,177.8,0,44,122,46,124,0,1,0,0,48,,,,,,,,,,,,,Austin Hubbard,27.0,177.8,70.3,180.3,0,51,112,136,239,3,5,0,0,342,,,,,,,,,,,,
Khabib Nurmagomedov,Submission,5,3,126,726,Lightweight,True,Marc Goddard,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",Khabib Nurmagomedov,30.0,177.8,70.3,177.8,0,22,41,54,77,7,8,2,0,532,,,,,,,,,,,,,Dustin Poirier,30.0,175.3,70.3,182.9,0,12,39,30,57,0,0,1,0,0,,,,,,,,,,,,
Paul Felder,Decision - Split,3,3,300,900,Lightweight,False,Herb Dean,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",Edson Barboza,33.0,180.3,65.8,190.5,0,60,114,77,133,1,3,0,0,109,,,,,,,,,,,,,Paul Felder,35.0,180.3,70.3,177.8,0,56,154,75,174,0,2,0,0,123,,,,,,,,,,,,
Islam Makhachev,Decision - Unanimous,3,3,300,900,Lightweight,False,Peter Hickmott,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",Islam Makhachev,27.0,177.8,70.3,177.8,1,43,95,88,148,0,1,0,0,279,,,,,,,,,,,,,Davi Ramos,32.0,167.6,70.3,177.8,0,7,58,27,80,0,1,0,0,25,,,,,,,,,,,,
Curtis Blaydes,KO/TKO,3,2,142,442,Heavyweight,False,Marc Goddard,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",Curtis Blaydes,28.0,193.0,120.2,203.2,0,25,43,46,74,5,5,0,0,367,,,,,,,,,,,,,Shamil Abdurakhimov,38.0,190.5,106.6,193.0,0,3,8,3,8,0,0,0,0,0,,,,,,,,,,,,
Diego Ferreira,Decision - Unanimous,3,3,300,900,Lightweight,False,Herb Dean,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",Mairbek Taisumov,31.0,175.3,70.3,185.4,0,51,160,51,160,0,2,0,0,1,,,,,,,,,,,,,Diego Ferreira,34.0,175.3,70.3,188.0,0,109,326,112,329,0,2,0,0,19,,,,,,,,,,,,
Joanne Calderwood,Decision - Split,3,3,300,900,Women's Flyweight,False,Vjacheslav Kiselev,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",Joanne Calderwood,33.0,167.6,56.7,165.1,0,101,230,158,293,2,4,0,0,133,,,,,,,,,,,,,Andrea Lee,30.0,167.6,56.7,175.3,0,61,137,104,185,3,5,0,0,259,,,,,,,,,,,,
Sarah Moras,KO/TKO,3,3,146,746,Women's Bantamweight,False,Marc Goddard,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",Liana Jojua,24.0,162.6,56.7,157.5,0,19,45,45,77,2,3,0,0,140,,,,,,,,,,,,,Sarah Moras,31.0,170.2,61.2,170.2,0,44,88,130,191,0,0,1,1,395,,,,,,,,,,,,
Ottman Azaitar,KO/TKO,3,1,213,213,Lightweight,False,Peter Hickmott,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",Ottman Azaitar,29.0,172.7,70.3,180.3,1,27,53,27,53,0,0,0,0,11,,,,,,,,,,,,,Teemu Packalen,32.0,185.4,70.3,190.5,0,8,19,8,19,0,1,0,0,0,,,,,,,,,,,,
Belal Muhammad,Submission,3,3,115,715,Welterweight,False,Vjacheslav Kiselev,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",Belal Muhammad,31.0,180.3,77.1,182.9,0,49,106,78,148,2,9,1,0,151,,,,,,,,,,,,,Takashi Sato,29.0,177.8,77.1,185.4,0,29,89,34,95,1,2,0,0,38,,,,,,,,,,,,
Muslim Salikhov,KO/TKO,3,1,266,266,Welterweight,False,Herb Dean,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",Nordine Taleb,38.0,185.4,77.1,188.0,0,6,26,6,26,0,0,0,0,0,,,,,,,,,,,,,Muslim Salikhov,35.0,180.3,77.1,177.8,1,10,23,10,23,0,0,0,0,2,,,,,,,,,,,,
Omari Akhmedov,Decision - Unanimous,3,3,300,900,Middleweight,False,,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",Omari Akhmedov,31.0,182.9,83.9,185.4,0,26,77,47,106,2,3,0,0,219,,,,,,,,,,,,,Zak Cummings,35.0,182.9,83.9,190.5,0,17,69,24,76,0,0,0,0,0,,,,,,,,,,,,
Don Madge,Decision - Unanimous,3,3,300,900,Lightweight,False,Peter Hickmott,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates",Don Madge,28.0,182.9,70.3,182.9,0,21,49,72,111,3,12,0,0,577,,,,,,,,,,,,,Fares Ziam,22.0,185.4,70.3,190.5,0,10,31,70,96,0,4,0,0,146,,,,,,,,,,,,
Zhang Weili,KO/TKO,5,1,42,42,Women's Strawweight,True,Leon Roberts,"August 31, 2019","Shenzhen, Guangdong, China",Jessica Andrade,27.0,154.9,52.2,157.5,0,4,12,4,12,0,0,0,0,5,,,,,,,,,,,,,Zhang Weili,30.0,162.6,52.2,160.0,1,29,38,29,38,0,0,0,0,1,,,,,,,,,,,,
Li Jingliang,KO/TKO,3,3,291,891,Welterweight,False,John Sharp,"August 31, 2019","Shenzhen, Guangdong, China",Li Jingliang,31.0,182.9,77.1,180.3,3,59,128,59,128,2,3,0,0,22,,,,,,,,,,,,,Elizeu Zaleski dos Santos,32.0,180.3,77.1,185.4,0,54,160,55,162,0,1,0,0,24,,,,,,,,,,,,
Kai Kara-France,Decision - Unanimous,3,3,300,900,Flyweight,False,Steve Perceval,"August 31, 2019","Shenzhen, Guangdong, China",Kai Kara-France,26.0,162.6,56.7,175.3,1,91,193,93,195,1,1,0,0,20,,,,,,,,,,,,,Mark De La Rosa,24.0,167.6,61.2,165.1,0,60,195,63,198,1,7,0,0,72,,,,,,,,,,,,
Song Kenan,Decision - Unanimous,3,3,300,900,Welterweight,False,John Sharp,"August 31, 2019","Shenzhen, Guangdong, China",Song Kenan,29.0,182.9,77.1,180.3,0,58,128,61,131,0,0,0,1,36,,,,,,,,,,,,,Derrick Krantz,31.0,177.8,77.1,182.9,0,33,85,52,105,3,6,1,1,338,,,,,,,,,,,,
Inoue Mizuki,Decision - Split,3,3,300,900,Women's Flyweight,False,Thomas Fan,"August 31, 2019","Shenzhen, Guangdong, China",Wu Yanan,23.0,172.7,56.7,167.6,0,123,270,136,283,0,4,0,0,29,,,,,,,,,,,,,Inoue Mizuki,25.0,160.0,56.7,165.1,0,93,204,102,214,0,4,0,0,36,,,,,,,,,,,,
Anthony Hernandez,Submission,3,2,279,579,Middleweight,False,Steve Perceval,"August 31, 2019","Shenzhen, Guangdong, China",Junyong Park,28.0,177.8,83.9,185.4,0,81,148,84,152,0,0,0,0,16,,,,,,,,,,,,,Anthony Hernandez,25.0,182.9,83.9,190.5,0,59,110,74,129,6,9,1,0,272,,,,,,,,,,,,
Su Mudaerji,Decision - Unanimous,3,3,300,900,Bantamweight,False,Thomas Fan,"August 31, 2019","Shenzhen, Guangdong, China",Su Mudaerji,23.0,172.7,56.7,182.9,0,93,157,103,168,1,1,0,0,218,,,,,,,,,,,,,Andre Soukhamthath,30.0,175.3,61.2,177.8,0,23,72,27,76,0,3,0,0,87,,,,,,,,,,,,
Da-Un Jung,Submission,3,3,119,719,Light Heavyweight,False,Leon Roberts,"August 31, 2019","Shenzhen, Guangdong, China",Da-Un Jung,25.0,193.0,93.0,198.1,0,81,190,86,195,0,1,1,0,5,,,,,,,,,,,,,Khadis Ibragimov,24.0,190.5,93.0,198.1,0,88,167,95,175,1,6,0,0,190,,,,,,,,,,,,
Damir Ismagulov,Decision - Unanimous,3,3,300,900,Lightweight,False,John Sharp,"August 31, 2019","Shenzhen, Guangdong, China",Damir Ismagulov,28.0,175.3,70.3,177.8,1,71,188,73,191,0,5,0,0,76,,,,,,,,,,,,,Thiago Moises,24.0,175.3,70.3,177.8,0,36,114,37,115,0,3,0,0,24,,,,,,,,,,,,
Heili Alateng,Decision - Unanimous,3,3,300,900,Bantamweight,False,Steve Perceval,"August 31, 2019","Shenzhen, Guangdong, China",Heili Alateng,27.0,165.1,61.2,167.6,0,36,89,63,133,3,7,0,0,171,,,,,,,,,,,,,Batgerel Danaa,30.0,170.2,61.2,177.8,0,85,230,119,269,0,1,0,0,6,,,,,,,,,,,,
Karol Rosa,Decision - Split,3,3,300,900,Women's Bantamweight,False,Thomas Fan,"August 31, 2019","Shenzhen, Guangdong, China",Karol Rosa,24.0,165.1,61.2,170.2,1,171,351,177,358,0,0,0,0,64,,,,,,,,,,,,,Lara Procopio,23.0,162.6,61.2,170.2,0,165,290,169,294,0,5,0,0,22,,,,,,,,,,,,
Stipe Miocic,KO/TKO,5,4,249,1149,Heavyweight,True,Herb Dean,"August 17, 2019","Anaheim, California, USA",Daniel Cormier,40.0,180.3,106.6,182.9,0,181,263,230,317,1,3,0,0,181,,,,,,,,,,,,,Stipe Miocic,36.0,193.0,108.9,203.2,1,123,229,135,244,1,3,0,0,91,,,,,,,,,,,,
Nate Diaz,Decision - Unanimous,3,3,300,900,Welterweight,False,Mike Beltran,"August 17, 2019","Anaheim, California, USA",Anthony Pettis,32.0,177.8,70.3,182.9,0,69,133,86,153,0,0,1,2,109,,,,,,,,,,,,,Nate Diaz,34.0,182.9,77.1,193.0,1,114,201,205,306,1,1,0,1,358,,,,,,,,,,,,
Paulo Costa,Decision - Unanimous,3,3,300,900,Middleweight,False,Jason Herzog,"August 17, 2019","Anaheim, California, USA",Yoel Romero,42.0,182.9,83.9,185.4,1,125,284,125,284,1,4,0,0,13,,,,,,,,,,,,,Paulo Costa,28.0,185.4,83.9,182.9,1,118,213,118,213,0,0,0,0,6,,,,,,,,,,,,
Sodiq Yusuff,KO/TKO,3,1,254,254,Featherweight,False,Herb Dean,"August 17, 2019","Anaheim, California, USA",Gabriel Benitez,31.0,172.7,70.3,180.3,0,24,72,24,72,0,0,0,0,0,,,,,,,,,,,,,Sodiq Yusuff,26.0,175.3,65.8,180.3,1,34,79,34,79,0,0,0,0,4,,,,,,,,,,,,
Derek Brunson,Decision - Unanimous,3,3,300,900,Middleweight,False,Mike Beltran,"August 17, 2019","Anaheim, California, USA",Derek Brunson,35.0,185.4,83.9,195.6,0,81,185,102,207,2,10,0,0,132,,,,,,,,,,,,,Ian Heinisch,31.0,180.3,83.9,182.9,0,58,143,65,150,0,8,0,0,0,,,,,,,,,,,,
Khama Worthy,KO/TKO,3,1,255,255,Lightweight,False,Jason Herzog,"August 17, 2019","Anaheim, California, USA",Devonte Smith,26.0,175.3,70.3,193.0,0,15,27,15,27,0,0,0,0,0,,,,,,,,,,,,,Khama Worthy,32.0,180.3,70.3,188.0,1,21,51,21,51,0,0,0,0,2,,,,,,,,,,,,
Cory Sandhagen,Decision - Unanimous,3,3,300,900,Bantamweight,False,Frank Trigg,"August 17, 2019","Anaheim, California, USA",Raphael Assuncao,37.0,165.1,61.2,167.6,0,45,81,65,103,4,6,0,0,131,,,,,,,,,,,,,Cory Sandhagen,27.0,180.3,61.2,177.8,0,62,116,78,135,0,1,0,1,226,,,,,,,,,,,,
Drakkar Klose,Decision - Unanimous,3,3,300,900,Lightweight,False,George Allen,"August 17, 2019","Anaheim, California, USA",Christos Giagos,29.0,177.8,70.3,180.3,0,87,155,113,186,2,5,1,0,199,,,,,,,,,,,,,Drakkar Klose,31.0,175.3,70.3,177.8,0,99,160,159,223,2,7,0,0,223,,,,,,,,,,,,
Casey Kenney,Decision - Unanimous,3,3,300,900,Catch Weight,False,Frank Trigg,"August 17, 2019","Anaheim, California, USA",Manny Bermudez,25.0,177.8,65.8,180.3,0,37,59,59,83,3,4,0,1,370,,,,,,,,,,,,,Casey Kenney,28.0,170.2,63.5,172.7,0,43,69,56,85,2,2,1,1,317,,,,,,,,,,,,
Hannah Cifers,Decision - Unanimous,3,3,300,900,Women's Strawweight,False,Jason Herzog,"August 17, 2019","Anaheim, California, USA",Hannah Cifers,27.0,154.9,52.2,157.5,0,70,164,112,207,1,1,1,0,11,,,,,,,,,,,,,Jodie Esquibel,33.0,154.9,52.2,162.6,0,43,130,69,157,3,8,0,0,195,,,,,,,,,,,,
Kyung Ho Kang,Decision - Split,3,3,300,900,Bantamweight,False,George Allen,"August 17, 2019","Anaheim, California, USA",Kyung Ho Kang,31.0,175.3,61.2,185.4,1,50,101,120,180,3,6,0,0,381,,,,,,,,,,,,,Brandon Davis,29.0,177.8,61.2,182.9,0,77,187,114,231,1,1,0,0,24,,,,,,,,,,,,
Sabina Mazo,Decision - Unanimous,3,3,300,900,Women's Flyweight,False,Frank Trigg,"August 17, 2019","Anaheim, California, USA",Sabina Mazo,22.0,170.2,56.7,177.8,0,108,171,170,250,4,4,0,0,649,,,,,,,,,,,,,Shana Dobson,30.0,167.6,56.7,175.3,0,33,99,102,176,0,0,0,0,5,,,,,,,,,,,,
Valentina Shevchenko,Decision - Unanimous,5,5,300,1500,Women's Flyweight,True,Keith Peterson,"August 10, 2019","Montevideo, Uruguay",Valentina Shevchenko,31.0,165.1,56.7,167.6,0,42,115,84,159,1,1,0,0,470,,,,,,,,,,,,,Liz Carmouche,35.0,167.6,56.7,167.6,0,18,76,132,191,0,4,0,0,0,,,,,,,,,,,,
Vicente Luque,Decision - Split,3,3,300,900,Welterweight,False,Eduardo Herdy,"August 10, 2019","Montevideo, Uruguay",Vicente Luque,27.0,180.3,77.1,190.5,0,84,179,85,180,0,0,1,0,0,,,,,,,,,,,,,Mike Perry,27.0,177.8,77.1,180.3,0,87,175,116,204,0,2,0,0,200,,,,,,,,,,,,
Eduardo Garagorri,Decision - Unanimous,3,3,300,900,Featherweight,False,Osiris Maia,"August 10, 2019","Montevideo, Uruguay",Eduardo Garagorri,30.0,175.3,65.8,177.8,0,65,115,69,120,1,1,0,0,129,,,,,,,,,,,,,Humberto Bandenay,24.0,180.3,65.8,180.3,0,32,71,59,98,4,10,0,0,213,,,,,,,,,,,,
Volkan Oezdemir,KO/TKO,3,2,271,571,Light Heavyweight,False,Keith Peterson,"August 10, 2019","Montevideo, Uruguay",Volkan Oezdemir,29.0,188.0,93.0,190.5,2,64,137,92,166,0,0,0,0,25,,,,,,,,,,,,,Ilir Latifi,36.0,177.8,93.0,185.4,0,18,60,20,62,1,5,0,0,66,,,,,,,,,,,,
Rodolfo Vieira,Submission,3,2,266,566,Middleweight,False,Osiris Maia,"August 10, 2019","Montevideo, Uruguay",Rodolfo Vieira,29.0,182.9,83.9,185.4,0,18,39,37,62,3,7,1,0,330,,,,,,,,,,,,,Oskar Piechota,29.0,182.9,83.9,193.0,0,22,43,51,76,0,0,0,0,0,,,,,,,,,,,,
Enrique Barzola,Decision - Split,3,3,300,900,Featherweight,False,Fernando Portella,"August 10, 2019","Montevideo, Uruguay",Enrique Barzola,30.0,170.2,65.8,177.8,0,83,239,88,244,3,7,0,0,39,,,,,,,,,,,,,Bobby Moffett,29.0,177.8,65.8,185.4,0,90,236,98,247,0,1,0,0,24,,,,,,,,,,,,
Gilbert Burns,Decision - Unanimous,3,3,300,900,Welterweight,False,Keith Peterson,"August 10, 2019","Montevideo, Uruguay",Gilbert Burns,33.0,177.8,77.1,180.3,0,42,83,63,107,3,7,0,0,418,,,,,,,,,,,,,Aleksei Kunchenko,35.0,172.7,77.1,177.8,0,47,102,115,172,0,1,0,0,28,,,,,,,,,,,,
Ciryl Gane,Submission,3,1,252,252,Heavyweight,False,Eduardo Herdy,"August 10, 2019","Montevideo, Uruguay",Ciryl Gane,29.0,193.0,111.1,205.7,0,15,22,20,28,0,1,1,0,33,,,,,,,,,,,,,Raphael Pessoa,30.0,190.5,118.8,198.1,0,7,41,9,43,0,2,0,0,1,,,,,,,,,,,,
Marina Rodriguez,Decision - Unanimous,3,3,300,900,Women's Strawweight,False,Fernando Portella,"August 10, 2019","Montevideo, Uruguay",Tecia Torres,29.0,154.9,52.2,152.4,0,41,108,58,126,0,7,0,0,88,,,,,,,,,,,,,Marina Rodriguez,32.0,167.6,52.2,165.1,0,84,167,98,186,1,4,1,0,144,,,,,,,,,,,,
Rogerio Bontorin,KO/TKO,3,1,176,176,Flyweight,False,Osiris Maia,"August 10, 2019","Montevideo, Uruguay",Rogerio Bontorin,27.0,165.1,56.7,170.2,0,8,15,8,16,2,5,0,0,79,,,,,,,,,,,,,Raulian Paiva,23.0,172.7,56.7,175.3,0,3,15,7,19,0,0,0,0,0,,,,,,,,,,,,
Chris Gutierrez,Decision - Split,3,3,300,900,Bantamweight,False,Eduardo Herdy,"August 10, 2019","Montevideo, Uruguay",Geraldo de Freitas,27.0,170.2,61.2,182.9,0,40,112,57,134,2,7,0,0,128,,,,,,,,,,,,,Chris Gutierrez,28.0,175.3,65.8,170.2,0,48,86,49,87,1,2,0,1,176,,,,,,,,,,,,
Alex Da Silva,Decision - Unanimous,3,3,300,900,Lightweight,False,Fernando Portella,"August 10, 2019","Montevideo, Uruguay",Kazula Vargas,33.0,172.7,70.3,180.3,0,20,42,59,92,0,1,0,1,18,,,,,,,,,,,,,Alex Da Silva,23.0,172.7,70.3,185.4,0,17,39,88,130,3,4,0,0,721,,,,,,,,,,,,
Veronica Macedo,Submission,3,1,69,69,Women's Flyweight,False,Keith Peterson,"August 10, 2019","Montevideo, Uruguay",Veronica Macedo,23.0,162.6,56.7,162.6,0,1,1,1,1,0,0,1,1,4,,,,,,,,,,,,,Polyana Viana,27.0,165.1,52.2,170.2,0,1,3,1,3,1,1,0,0,43,,,,,,,,,,,,
Colby Covington,Decision - Unanimous,5,5,300,1500,Welterweight,False,Keith Peterson,"August 03, 2019","Newark, New Jersey, USA",Colby Covington,31.0,180.3,77.1,182.9,0,179,515,201,541,10,18,0,0,523,,,,,,,,,,,,,Robbie Lawler,37.0,180.3,77.1,188.0,0,78,167,82,171,0,0,0,0,0,,,,,,,,,,,,
Jim Miller,Submission,3,1,58,58,Lightweight,False,Herb Dean,"August 03, 2019","Newark, New Jersey, USA",Jim Miller,35.0,172.7,70.3,180.3,0,2,8,2,8,0,0,1,0,0,,,,,,,,,,,,,Clay Guida,37.0,170.2,70.3,177.8,0,2,5,2,5,0,0,0,0,11,,,,,,,,,,,,
Nasrat Haqparast,KO/TKO,3,2,36,336,Lightweight,False,Keith Peterson,"August 03, 2019","Newark, New Jersey, USA",Joaquim Silva,30.0,172.7,70.3,175.3,0,15,56,15,56,0,0,0,0,0,,,,,,,,,,,,,Nasrat Haqparast,23.0,177.8,70.3,182.9,1,21,38,21,38,0,0,0,0,3,,,,,,,,,,,,
Gerald Meerschaert,Submission,3,3,109,709,Middleweight,False,Herb Dean,"August 03, 2019","Newark, New Jersey, USA",Trevin Giles,26.0,182.9,83.9,188.0,0,8,15,27,38,1,1,0,1,256,,,,,,,,,,,,,Gerald Meerschaert,31.0,185.4,83.9,195.6,0,6,19,31,55,1,3,1,2,330,,,,,,,,,,,,
Scott Holtzman,KO/TKO,3,2,300,600,Lightweight,False,Gasper Oliver,"August 03, 2019","Newark, New Jersey, USA",Scott Holtzman,35.0,175.3,70.3,175.3,1,44,92,55,108,1,2,0,0,294,,,,,,,,,,,,,Dong Hyun Ma,30.0,180.3,70.3,177.8,0,16,58,20,62,1,3,0,0,35,,,,,,,,,,,,
Kennedy Nzechukwu,Decision - Unanimous,3,3,300,900,Light Heavyweight,False,Gary Copeland,"August 03, 2019","Newark, New Jersey, USA",Darko Stosic,27.0,182.9,93.0,193.0,0,60,134,63,137,4,10,0,0,129,,,,,,,,,,,,,Kennedy Nzechukwu,27.0,195.6,93.0,210.8,0,50,123,50,123,0,0,0,0,0,,,,,,,,,,,,
Mickey Gall,Decision - Unanimous,3,3,300,900,Welterweight,False,Gary Copeland,"August 03, 2019","Newark, New Jersey, USA",Mickey Gall,27.0,188.0,77.1,188.0,0,50,117,66,136,1,7,0,0,301,,,,,,,,,,,,,Salim Touahri,29.0,177.8,77.1,182.9,0,48,96,65,118,0,3,0,0,104,,,,,,,,,,,,
Antonina Shevchenko,Submission,3,2,80,380,Women's Flyweight,False,Liam Kerrigan,"August 03, 2019","Newark, New Jersey, USA",Antonina Shevchenko,34.0,172.7,56.7,170.2,0,16,23,36,44,0,0,3,0,114,,,,,,,,,,,,,Lucie Pudilova,25.0,172.7,56.7,170.2,0,6,16,12,24,1,5,0,0,137,,,,,,,,,,,,
Matt Schnell,Submission,3,1,83,83,Flyweight,False,Gasper Oliver,"August 03, 2019","Newark, New Jersey, USA",Jordan Espinosa,29.0,167.6,56.7,175.3,0,5,6,5,6,0,1,0,0,25,,,,,,,,,,,,,Matt Schnell,29.0,172.7,56.7,177.8,0,3,12,3,12,0,0,1,0,0,,,,,,,,,,,,
Lauren Murphy,KO/TKO,3,3,106,706,Women's Flyweight,False,Liam Kerrigan,"August 03, 2019","Newark, New Jersey, USA",Lauren Murphy,36.0,165.1,56.7,170.2,1,24,123,35,144,0,1,0,0,136,,,,,,,,,,,,,Mara Romero Borella,33.0,167.6,56.7,175.3,0,22,72,35,87,1,3,0,0,46,,,,,,,,,,,,
Claudio Silva,Submission,3,1,155,155,Welterweight,False,Gary Copeland,"August 03, 2019","Newark, New Jersey, USA",Claudio Silva,36.0,180.3,77.1,180.3,0,32,37,32,38,1,1,1,0,84,,,,,,,,,,,,,Cole Williams,35.0,182.9,77.1,185.4,0,2,6,2,6,0,0,0,0,0,,,,,,,,,,,,
Miranda Granger,Decision - Unanimous,3,3,300,900,Women's Flyweight,False,Herb Dean,"August 03, 2019","Newark, New Jersey, USA",Miranda Granger,27.0,170.2,56.7,172.7,0,61,143,77,162,0,0,0,0,5,,,,,,,,,,,,,Hannah Goldy,27.0,162.6,56.7,154.9,0,55,166,58,170,0,0,0,0,90,,,,,,,,,,,,
Max Holloway,Decision - Unanimous,5,5,300,1500,Featherweight,True,Herb Dean,"July 27, 2019","Edmonton, Alberta, Canada",Max Holloway,27.0,180.3,65.8,175.3,0,129,328,131,330,0,0,0,0,0,,,,,,,,,,,,,Frankie Edgar,37.0,167.6,61.2,172.7,0,96,264,96,264,1,15,0,0,106,,,,,,,,,,,,
Cristiane Justino,Decision - Unanimous,3,3,300,900,Women's Featherweight,False,Yves Lavigne,"July 27, 2019","Edmonton, Alberta, Canada",Cristiane Justino,34.0,172.7,65.8,172.7,0,122,216,138,234,0,0,0,0,112,,,,,,,,,,,,,Felicia Spencer,28.0,167.6,65.8,172.7,0,38,85,64,115,0,8,0,0,214,,,,,,,,,,,,
Geoff Neal,KO/TKO,3,2,159,459,Welterweight,False,Dan Miragliotta,"July 27, 2019","Edmonton, Alberta, Canada",Geoff Neal,28.0,180.3,77.1,190.5,0,41,61,53,73,2,4,0,0,217,,,,,,,,,,,,,Niko Price,29.0,182.9,77.1,193.0,1,24,57,42,79,0,2,0,1,54,,,,,,,,,,,,
Arman Tsarukyan,Decision - Unanimous,3,3,300,900,Lightweight,False,Marc Goddard,"July 27, 2019","Edmonton, Alberta, Canada",Olivier Aubin-Mercier,30.0,175.3,70.3,177.8,0,23,48,36,61,0,3,0,0,61,,,,,,,,,,,,,Arman Tsarukyan,22.0,170.2,70.3,182.9,0,47,105,110,174,2,11,0,0,473,,,,,,,,,,,,
Krzysztof Jotko,Decision - Split,3,3,300,900,Middleweight,False,Herb Dean,"July 27, 2019","Edmonton, Alberta, Canada",Marc-Andre Barriault,29.0,185.4,83.9,188.0,0,39,77,62,102,1,3,0,0,136,,,,,,,,,,,,,Krzysztof Jotko,29.0,185.4,83.9,195.6,0,40,117,98,181,1,7,0,1,289,,,,,,,,,,,,
Viviane Araujo,Decision - Unanimous,3,3,300,900,Women's Flyweight,False,Yves Lavigne,"July 27, 2019","Edmonton, Alberta, Canada",Alexis Davis,34.0,167.6,56.7,172.7,0,68,137,134,213,0,4,0,1,226,,,,,,,,,,,,,Viviane Araujo,32.0,162.6,56.7,172.7,0,67,148,79,162,2,2,0,0,60,,,,,,,,,,,,
Hakeem Dawodu,KO/TKO,3,3,249,849,Featherweight,False,Kyle Cardinal,"July 27, 2019","Edmonton, Alberta, Canada",Hakeem Dawodu,28.0,172.7,65.8,185.4,1,80,154,89,166,0,0,0,0,79,,,,,,,,,,,,,Yoshinori Horie,24.0,172.7,65.8,177.8,0,39,79,41,81,0,1,0,0,2,,,,,,,,,,,,
