WINNER,NUM_OF_ROUNDS,LAST_ROUND,LAST_ROUND_TIME,TOTAL_FIGHT_TIME,TITLE_BOUT,DECISION_MAJORITY,DECISION_SPLIT,DECISION_UNANIMOUS,KO/TKO,SUBMISSION,BANTAMWEIGHT,CATCH WEIGHT,FEATHERWEIGHT,FLYWEIGHT,HEAVYWEIGHT,LIGHT HEAVYWEIGHT,LIGHTWEIGHT,MIDDLEWEIGHT,WELTERWEIGHT,WOMEN'S BANTAMWEIGHT,WOMEN'S FEATHERWEIGHT,WOMEN'S FLYWEIGHT,WOMEN'S STRAWWEIGHT,REFEREE,DATE,LOCATION,R_ODDS,B_ODDS,R_NAME,R_AGE,R_HEIGHT,R_WEIGHT,R_REACH,R_STYLE,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TD,R_TD_ATT,R_SUB_ATT,R_REV,R_CTRL,R_HEAD,R_HEAD_ATT,R_BODY,R_BODY_ATT,R_LEG,R_LEG_ATT,R_DISTANCE,R_DISTANCE_ATT,R_CLINCH,R_CLINCH_ATT,R_GROUND,R_GROUND_ATT,B_NAME,B_AGE,B_HEIGHT,B_WEIGHT,B_REACH,B_STYLE,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TD,B_TD_ATT,B_SUB_ATT,B_REV,B_CTRL,B_HEAD,B_HEAD_ATT,B_BODY,B_BODY_ATT,B_LEG,B_LEG_ATT,B_DISTANCE,B_DISTANCE_ATT,B_CLINCH,B_CLINCH_ATT,B_GROUND,B_GROUND_ATT
Dan Hooker,3,3,42,642,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"December 30, 2017","Las Vegas, Nevada, USA",2.65,1.53,Dan Hooker,27.0,182.9,70.3,190.5,5,0,17,40,24,48,2,3,1,0,192,3,16,3,10,11,14,17,40,0,0,0,0,Marc Diakiese,24.0,177.8,70.3,185.4,0,0,24,69,41,87,0,5,0,1,23,9,34,4,9,11,26,23,68,1,1,0,0
Carla Esparza,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Chris Tognoni,"December 30, 2017","Las Vegas, Nevada, USA",1.45,2.8,Cynthia Calvillo,30.0,162.6,56.7,162.6,0,0,38,112,57,131,1,3,0,0,263,35,106,3,4,0,2,23,95,4,4,11,13,Carla Esparza,30.0,154.9,52.2,160.0,4,0,48,138,62,153,2,9,1,1,21,27,114,3,5,18,19,41,125,3,7,4,6
Neil Magny,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,John McCarthy,"December 30, 2017","Las Vegas, Nevada, USA",1.77,2.1,Carlos Condit,33.0,188.0,77.1,190.5,0,0,37,112,64,140,0,0,0,0,44,10,69,10,21,17,22,32,103,5,9,0,0,Neil Magny,30.0,190.5,77.1,203.2,0,0,32,114,64,150,6,9,0,0,309,14,83,13,21,5,10,24,102,6,9,2,3
Myles Jury,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John McCarthy,"December 30, 2017","Las Vegas, Nevada, USA",1.57,2.55,Myles Jury,29.0,177.8,65.8,185.4,0,0,41,83,56,100,2,3,0,1,285,27,56,14,24,0,3,29,67,7,8,5,8,Rick Glenn,28.0,182.9,65.8,177.8,0,0,14,83,29,102,0,4,0,0,127,6,53,4,21,4,9,10,76,2,5,2,2
Matheus Nicolau Pereira,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John McCarthy,"December 30, 2017","Las Vegas, Nevada, USA",2.7,1.5,Louis Smolka,26.0,175.3,61.2,172.7,0,0,49,159,53,163,0,1,0,0,1,20,116,23,36,6,7,49,159,0,0,0,0,Matheus Nicolau Pereira,24.0,167.6,56.7,167.6,0,3,87,172,107,196,3,4,2,0,259,47,114,38,56,2,2,72,150,0,0,15,22
Tim Elliott,3,2,101,401,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Tognoni,"December 30, 2017","Las Vegas, Nevada, USA",1.53,2.65,Tim Elliott,31.0,170.2,56.7,167.6,0,0,12,24,54,75,1,1,2,2,334,10,18,1,2,1,4,1,6,0,0,11,18,Mark De La Rosa,23.0,167.6,61.2,165.1,0,0,2,4,4,6,0,0,0,0,31,0,2,2,2,0,0,1,3,0,0,1,1
Rafael Dos Anjos,5,5,300,1500,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Herb Dean,"December 16, 2017","Winnipeg, Manitoba, Canada",2.05,1.8,Robbie Lawler,35.0,180.3,77.1,188.0,0,0,86,212,137,267,0,0,0,0,264,53,171,32,40,1,1,48,159,38,53,0,0,Rafael Dos Anjos,33.0,172.7,70.3,177.8,0,0,172,291,219,343,2,7,0,0,473,100,199,48,64,24,28,104,203,58,78,10,10
Josh Emmett,3,1,273,273,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jerin Valel,"December 16, 2017","Winnipeg, Manitoba, Canada",1.34,3.45,Ricardo Lamas,35.0,172.7,65.8,180.3,0,0,17,37,17,37,0,0,0,0,0,3,18,4,5,10,14,17,37,0,0,0,0,Josh Emmett,32.0,167.6,65.8,177.8,0,1,10,38,10,38,0,0,0,0,0,6,32,1,2,3,4,10,38,0,0,0,0
Santiago Ponzinibbio,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yves Lavigne,"December 16, 2017","Winnipeg, Manitoba, Canada",1.65,2.35,Santiago Ponzinibbio,31.0,182.9,77.1,185.4,0,1,78,200,81,203,3,3,0,0,118,56,177,8,8,14,15,67,188,1,1,10,11,Mike Perry,26.0,177.8,77.1,180.3,0,0,51,136,51,136,1,1,0,0,29,34,112,12,18,5,6,51,135,0,1,0,0
Glover Teixeira,3,1,165,165,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"December 16, 2017","Winnipeg, Manitoba, Canada",2.25,1.69,Glover Teixeira,38.0,188.0,93.0,193.0,0,0,13,21,13,22,1,1,1,0,44,12,19,1,2,0,0,2,10,0,0,11,11,Misha Cirkunov,30.0,190.5,93.0,195.6,0,0,21,43,23,46,0,0,0,0,11,15,36,4,5,2,2,14,34,7,9,0,0
Jan Blachowicz,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"December 16, 2017","Winnipeg, Manitoba, Canada",1.53,2.65,Jared Cannonier,33.0,180.3,83.9,195.6,0,0,26,87,41,103,0,0,0,0,22,17,68,1,8,8,11,23,79,0,2,3,6,Jan Blachowicz,34.0,188.0,93.0,198.1,0,1,50,127,65,143,4,5,0,0,170,35,108,6,9,9,10,47,120,0,1,3,6
Julian Marquez,3,2,162,462,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jerin Valel,"December 16, 2017","Winnipeg, Manitoba, Canada",1.29,3.8,Julian Marquez,27.0,188.0,83.9,182.9,1,0,32,64,37,69,0,3,3,0,52,29,60,3,4,0,0,8,30,17,24,7,10,Darren Stewart,26.0,182.9,83.9,188.0,0,0,33,58,37,66,4,6,0,0,205,28,53,3,3,2,2,16,34,17,23,0,1
Chad Laprise,3,1,250,250,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yves Lavigne,"December 16, 2017","Winnipeg, Manitoba, Canada",1.69,2.25,Chad Laprise,31.0,177.8,77.1,180.3,5,0,20,39,42,66,1,1,0,0,142,20,38,0,0,0,1,0,5,0,0,20,34,Galore Bofando,35.0,180.3,77.1,182.9,0,1,13,26,13,26,0,0,0,0,0,13,26,0,0,0,0,3,7,0,0,10,19
Nordine Taleb,3,1,59,59,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jerin Valel,"December 16, 2017","Winnipeg, Manitoba, Canada",1.65,2.35,Nordine Taleb,36.0,185.4,77.1,188.0,0,1,5,5,5,5,0,0,0,0,0,3,3,1,1,1,1,4,4,0,0,1,1,Danny Roberts,30.0,185.4,77.1,188.0,0,0,1,4,1,4,0,0,0,0,0,0,1,0,0,1,3,1,4,0,0,0,0
John Makdessi,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"December 16, 2017","Winnipeg, Manitoba, Canada",2.25,1.69,John Makdessi,32.0,172.7,70.3,172.7,5,1,47,104,57,119,0,0,0,0,0,17,53,13,24,17,27,47,102,0,2,0,0,Abel Trujillo,34.0,172.7,70.3,177.8,4,0,29,91,30,93,1,6,0,0,97,23,82,3,6,3,3,28,88,1,3,0,0
Alessio Di Chirico,3,2,134,434,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"December 16, 2017","Winnipeg, Manitoba, Canada",1.62,2.4,Alessio Di Chirico,28.0,182.9,83.9,188.0,0,1,6,37,6,37,1,1,0,0,2,4,30,1,4,1,3,3,32,3,5,0,0,Oluwale Bamgbose,30.0,180.3,83.9,198.1,4,0,10,17,10,19,0,1,0,0,0,5,11,1,2,4,4,9,16,1,1,0,0
Jordan Mein,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yves Lavigne,"December 16, 2017","Winnipeg, Manitoba, Canada",1.62,2.4,Jordan Mein,28.0,182.9,77.1,185.4,0,0,51,127,97,183,3,4,1,0,472,44,116,3,6,4,5,21,62,7,12,23,53,Erick Silva,33.0,182.9,77.1,188.0,4,0,13,48,16,51,0,3,0,0,40,5,38,4,6,4,4,12,47,1,1,0,0
Brian Ortega,5,2,202,502,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Beltran,"December 09, 2017","Fresno, California, USA",2.0,1.83,Cub Swanson,34.0,172.7,65.8,177.8,5,0,60,97,60,97,0,0,0,0,14,24,57,20,22,16,18,56,92,4,5,0,0,Brian Ortega,26.0,172.7,65.8,175.3,0,0,24,70,24,70,0,1,2,0,30,12,56,9,11,3,3,20,66,4,4,0,0
Gabriel Benitez,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Smith,"December 09, 2017","Fresno, California, USA",1.3,3.7,Jason Knight,25.0,177.8,65.8,180.3,1,0,36,181,37,182,1,9,0,0,64,22,160,10,15,4,6,33,175,3,6,0,0,Gabriel Benitez,29.0,172.7,70.3,180.3,0,0,85,192,91,199,0,0,0,0,77,61,163,14,18,10,11,81,185,0,0,4,7
Marlon Moraes,3,1,67,67,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Bell,"December 09, 2017","Fresno, California, USA",1.69,2.35,Marlon Moraes,29.0,167.6,61.2,170.2,0,2,7,14,10,17,0,0,0,0,13,6,13,1,1,0,0,5,12,0,0,2,2,Aljamain Sterling,28.0,170.2,61.2,180.3,5,0,3,10,3,10,0,0,0,0,0,1,7,1,1,1,2,3,8,0,0,0,2
Scott Holtzman,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Beltran,"December 09, 2017","Fresno, California, USA",1.69,2.25,Scott Holtzman,34.0,175.3,70.3,175.3,5,0,49,82,173,212,7,11,0,0,589,28,60,20,21,1,1,12,37,13,15,24,30,Darrell Horcher,30.0,177.8,70.3,177.8,4,0,36,63,60,87,1,1,0,0,100,28,54,5,6,3,3,13,32,15,21,8,10
Eryk Anders,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mark Smith,"December 09, 2017","Fresno, California, USA",1.21,4.75,Eryk Anders,30.0,185.4,83.9,190.5,0,0,79,141,104,171,2,4,0,0,472,62,117,16,22,1,2,26,57,24,39,29,45,Markus Perez,29.0,185.4,83.9,185.4,0,0,30,60,41,72,2,5,1,0,49,12,39,14,17,4,4,15,39,11,14,4,7
Benito Lopez,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Bell,"December 09, 2017","Fresno, California, USA",2.05,1.8,Albert Morales,26.0,175.3,61.2,182.9,0,0,78,198,109,252,0,1,0,0,182,45,154,14,21,19,23,73,186,5,12,0,0,Benito Lopez,23.0,177.8,61.2,185.4,5,1,78,187,79,188,0,0,1,0,53,55,144,15,31,8,12,74,180,4,7,0,0
Alexis Davis,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Frank Trigg,"December 09, 2017","Fresno, California, USA",2.05,1.8,Alexis Davis,33.0,167.6,56.7,172.7,0,0,23,63,132,182,1,3,2,1,350,10,44,6,10,7,9,7,39,9,15,7,9,Liz Carmouche,33.0,167.6,56.7,167.6,4,0,49,71,191,215,4,4,0,0,393,29,46,13,15,7,10,20,40,12,13,17,18
Andre Soukhamthath,3,2,66,366,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"December 09, 2017","Fresno, California, USA",1.29,3.85,Luke Sanders,31.0,167.6,61.2,170.2,5,0,23,67,37,82,0,1,0,0,109,19,61,4,6,0,0,21,61,2,6,0,0,Andre Soukhamthath,29.0,175.3,61.2,177.8,4,1,20,49,23,52,0,0,0,0,0,16,44,3,4,1,1,10,37,3,3,7,9
Alex Perez,3,2,114,414,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Lawley,"December 09, 2017","Fresno, California, USA",4.35,1.24,Carls John De Tomas,21.0,165.1,56.7,180.3,4,0,8,28,9,29,0,2,0,0,55,7,27,0,0,1,1,7,27,1,1,0,0,Alex Perez,25.0,167.6,56.7,165.1,5,0,24,40,42,62,2,4,3,0,218,13,25,5,8,6,7,9,21,7,8,8,11
Frankie Saenz,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frank Trigg,"December 09, 2017","Fresno, California, USA",2.65,1.53,Frankie Saenz,37.0,167.6,61.2,167.6,0,0,58,106,66,115,0,3,0,0,19,22,63,31,37,5,6,22,59,34,45,2,2,Merab Dvalishvili,26.0,167.6,61.2,172.7,0,0,47,118,104,180,11,23,0,0,466,34,98,10,16,3,4,24,84,21,32,2,2
Alejandro Perez,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Rosenthal,"December 09, 2017","Fresno, California, USA",2.55,1.57,Alejandro Perez,28.0,167.6,65.8,170.2,0,0,35,97,38,100,0,3,0,0,55,16,72,4,4,15,21,29,90,6,7,0,0,Iuri Alcantara,37.0,175.3,61.2,180.3,4,0,38,99,39,100,0,3,0,0,9,9,63,15,21,14,15,38,98,0,1,0,0
Davi Ramos,3,3,50,650,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Lawley,"December 09, 2017","Fresno, California, USA",4.25,1.25,Chris Gruetzemacher,31.0,172.7,70.3,172.7,2,0,46,97,57,110,0,0,0,0,15,25,69,10,14,11,14,39,89,4,4,3,4,Davi Ramos,31.0,167.6,70.3,177.8,4,0,55,124,65,136,5,9,1,0,233,49,117,4,5,2,2,44,105,9,13,2,6
Trevin Giles,3,3,147,747,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Frank Trigg,"December 09, 2017","Fresno, California, USA",3.3,1.37,Antonio Braga Neto,30.0,190.5,83.9,195.6,4,0,18,73,26,86,2,5,0,0,194,10,60,5,8,3,5,16,71,0,0,2,2,Trevin Giles,25.0,182.9,83.9,188.0,0,1,70,113,77,120,0,0,0,0,24,62,104,6,7,2,2,68,111,2,2,0,0
Max Holloway,5,3,291,891,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"December 02, 2017","Detroit, Michigan, USA",1.38,3.2,Max Holloway,25.0,180.3,65.8,175.3,5,0,174,397,181,406,0,0,0,0,47,135,349,36,45,3,3,144,356,16,18,14,23,Jose Aldo,31.0,170.2,61.2,177.8,0,0,87,163,89,165,0,1,0,0,2,65,133,13,21,9,9,84,159,3,4,0,0
Francis Ngannou,3,1,102,102,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"December 02, 2017","Detroit, Michigan, USA",3.1,1.43,Alistair Overeem,37.0,193.0,120.2,203.2,0,0,1,4,1,4,0,1,0,0,0,1,4,0,0,0,0,1,4,0,0,0,0,Francis Ngannou,31.0,193.0,113.4,210.8,4,1,6,14,11,20,0,0,0,0,63,4,12,0,0,2,2,2,10,3,3,1,1
Henry Cejudo,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keith Peterson,"December 02, 2017","Detroit, Michigan, USA",1.31,3.6,Henry Cejudo,30.0,162.6,61.2,162.6,0,0,36,83,85,148,3,5,0,0,575,18,61,10,13,8,9,16,56,3,3,17,24,Sergio Pettis,24.0,167.6,56.7,175.3,0,0,25,98,38,112,0,1,0,0,0,19,91,3,4,3,3,23,93,1,1,1,4
Eddie Alvarez,3,3,239,839,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"December 02, 2017","Detroit, Michigan, USA",2.5,1.59,Eddie Alvarez,33.0,175.3,70.3,175.3,0,1,155,356,162,366,1,2,0,0,20,113,299,36,49,6,8,128,325,24,28,3,3,Justin Gaethje,29.0,180.3,70.3,177.8,2,0,122,237,124,240,0,1,0,0,6,69,180,16,17,37,40,106,218,15,16,1,3
Tecia Torres,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Keith Peterson,"December 02, 2017","Detroit, Michigan, USA",1.4,3.1,Tecia Torres,28.0,154.9,52.2,152.4,0,0,95,173,154,238,1,2,0,0,237,72,143,21,28,2,2,55,124,23,31,17,18,Michelle Waterson,31.0,160.0,52.2,157.5,0,0,56,138,66,148,2,3,0,1,270,29,106,25,28,2,4,34,111,19,23,3,4
Paul Felder,3,2,246,546,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"December 02, 2017","Detroit, Michigan, USA",1.74,2.15,Charles Oliveira,28.0,177.8,70.3,188.0,1,0,6,13,12,20,2,3,2,1,172,3,8,0,1,3,4,3,5,1,2,2,6,Paul Felder,33.0,180.3,70.3,177.8,0,0,31,46,37,52,0,0,0,0,291,26,40,4,5,1,1,1,4,4,4,26,38
Yancy Medeiros,3,3,122,722,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,BobbyWombacher,"December 02, 2017","Detroit, Michigan, USA",1.26,4.2,Alex Oliveira,29.0,180.3,77.1,193.0,0,2,93,161,96,164,2,5,0,0,185,61,117,29,41,3,3,69,127,23,31,1,3,Yancy Medeiros,30.0,177.8,70.3,190.5,0,2,75,151,78,155,1,1,0,1,67,56,127,13,17,6,7,51,119,13,19,11,13
David Teymur,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"December 02, 2017","Detroit, Michigan, USA",1.77,2.1,David Teymur,28.0,175.3,70.3,185.4,5,0,52,137,71,164,1,3,0,0,49,16,81,14,31,22,25,47,132,4,4,1,1,Drakkar Klose,29.0,175.3,70.3,177.8,0,0,39,100,55,118,2,7,0,0,16,22,82,15,15,2,3,32,88,6,11,1,1
Felice Herrig,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BobbyWombacher,"December 02, 2017","Detroit, Michigan, USA",1.87,1.95,Felice Herrig,33.0,162.6,52.2,165.1,0,0,76,262,82,268,1,2,0,0,95,47,219,11,16,18,27,75,260,1,1,0,1,Cortney Casey,30.0,170.2,61.2,170.2,0,0,91,233,92,234,0,0,0,1,7,68,208,3,4,20,21,90,229,1,3,0,1
Amanda Cooper,3,2,274,574,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Keith Peterson,"December 02, 2017","Detroit, Michigan, USA",1.19,5.15,Amanda Cooper,26.0,160.0,52.2,162.6,0,0,40,60,131,184,1,3,1,0,480,34,54,6,6,0,0,4,19,2,3,34,38,Angela Magana,34.0,154.9,52.2,165.1,4,0,12,31,17,38,0,1,0,0,0,3,19,6,8,3,4,10,29,1,1,1,1
Abdul Razak Alhassan,3,1,261,261,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Herb Dean,"December 02, 2017","Detroit, Michigan, USA",3.25,1.38,Sabah Homasi,29.0,182.9,77.1,182.9,5,0,39,60,41,62,0,2,0,0,11,23,42,12,14,4,4,16,33,18,22,5,5,Abdul Razak Alhassan,32.0,177.8,77.1,185.4,5,1,27,61,34,70,1,3,0,0,137,22,55,2,2,3,4,18,48,9,13,0,0
Dominick Reyes,3,1,219,219,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BobbyWombacher,"December 02, 2017","Detroit, Michigan, USA",5.15,1.19,Jeremy Kimball,26.0,182.9,93.0,182.9,0,0,4,6,4,6,1,4,0,0,60,4,6,0,0,0,0,2,4,1,1,1,1,Dominick Reyes,27.0,193.0,93.0,195.6,5,0,16,28,27,42,1,1,1,0,127,13,25,2,2,1,1,3,5,0,0,13,23
Justin Willis,3,1,153,153,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"December 02, 2017","Detroit, Michigan, USA",1.43,2.9,Justin Willis,30.0,185.4,119.7,198.1,0,1,22,44,25,47,0,0,0,0,2,21,43,1,1,0,0,14,25,6,17,2,2,Allen Crowder,28.0,190.5,111.1,193.0,0,0,15,38,17,41,0,0,0,0,0,6,29,1,1,8,8,13,31,2,7,0,0
Nicco Montano,5,5,300,1500,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,John McCarthy,"December 01, 2017","Las Vegas, Nevada, USA",1.48,2.75,Nicco Montano,28.0,165.1,61.2,165.1,5,0,186,456,242,524,3,6,1,1,371,138,397,13,23,35,36,161,422,10,18,15,16,Roxanne Modafferi,35.0,170.2,56.7,175.3,0,0,132,403,154,433,2,9,1,0,185,112,373,12,21,8,9,123,391,7,10,2,2
Sean O'Malley,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"December 01, 2017","Las Vegas, Nevada, USA",1.43,2.9,Sean O'Malley,23.0,180.3,61.2,182.9,5,0,141,252,142,255,3,6,0,0,27,119,224,20,26,2,2,131,241,6,7,4,4,Terrion Ware,31.0,172.7,61.2,180.3,0,0,88,288,96,296,0,2,0,0,69,59,241,17,27,12,20,83,271,5,17,0,0
Lauren Murphy,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,John McCarthy,"December 01, 2017","Las Vegas, Nevada, USA",1.42,3.0,Barb Honchak,38.0,162.6,56.7,165.1,0,0,71,236,75,241,0,0,2,0,21,55,216,3,5,13,15,71,236,0,0,0,0,Lauren Murphy,34.0,165.1,56.7,170.2,0,0,59,197,77,222,2,2,0,0,208,49,184,2,4,8,9,59,197,0,0,0,0
Gerald Meerschaert,3,2,138,438,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"December 01, 2017","Las Vegas, Nevada, USA",2.5,1.59,Eric Spicely,31.0,185.4,83.9,185.4,0,0,17,31,59,81,1,5,1,0,220,15,28,2,3,0,0,11,24,1,1,5,6,Gerald Meerschaert,29.0,185.4,83.9,195.6,0,1,36,85,45,95,0,0,0,1,22,30,77,6,8,0,0,33,82,1,1,2,2
Brett Johns,3,1,30,30,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Smith,"December 01, 2017","Las Vegas, Nevada, USA",2.45,1.61,Joe Soto,30.0,167.6,61.2,165.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brett Johns,25.0,170.2,61.2,180.3,0,0,1,9,1,9,0,0,1,0,0,1,9,0,0,0,0,1,9,0,0,0,0
